DataAcc,SpecAcc,Age,RunID,ZTime,gtype,light,temp,sampleID,header_,ZTime_int,fname_,date,genome,tophatOpt,trimmoOpt,type,bname,sampleCode,mapped_reads,total_reads,runID
183RS4,Ath,unknown,183R,ZT8,Q0-XX,,12C,S4,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-xx-ZT8-12C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-3cb9b7ad-0bfc-45fc-b2ff-3ee1ba0c80a8_output-folder/star_out/183RQ-Q0-xx-ZT8-12C_S4.fastq.gz/read_counts.tsv,,,,,,183RQ-Q0-xx-ZT8-12C_S4,,21969433.0,25812924.0,183R
183RS5,Ath,unknown,183R,ZT8,Q7-6,,12C,S5,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-6-ZT8-12C_S5_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-20efcb2a-71a4-42ac-9997-07224d2f58ba_output-folder/star_out/183RQ-Q7-6-ZT8-12C_S5.fastq.gz/read_counts.tsv,,,,,,183RQ-Q7-6-ZT8-12C_S5,,11465837.0,12696819.0,183R
183RS6,Ath,unknown,183R,ZT8,Q7-17,,12C,S6,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-17-ZT8-12C_S6_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-3142aac3-4085-45d4-9581-0d30e9db1271_output-folder/star_out/183RQ-Q7-17-ZT8-12C_S6.fastq.gz/read_counts.tsv,,,,,,183RQ-Q7-17-ZT8-12C_S6,,15128297.0,16598427.0,183R
183RS7,Ath,unknown,183R,ZT8,Q21-7,,12C,S7,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q21-7-ZT8-12C_S7_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-7bd09bbd-3a2e-4d6b-9514-40115eb44368_output-folder/star_out/183RQ-Q21-7-ZT8-12C_S7.fastq.gz/read_counts.tsv,,,,,,183RQ-Q21-7-ZT8-12C_S7,,20470814.0,22760284.0,183R
183RS8,Ath,unknown,183R,ZT8,Q21-23,,12C,S8,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q21-23-ZT8-12C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-2d60bc07-5f3c-4bf7-b9b2-e07386779680_output-folder/star_out/183RQ-Q21-23-ZT8-12C_S8.fastq.gz/read_counts.tsv,,,,,,183RQ-Q21-23-ZT8-12C_S8,,20289498.0,24414345.0,183R
183RS9,Ath,unknown,183R,ZT8,ELF3-OX AT,,12C,S9,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-1480-ZT8-12C_S9_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-163fb446-1812-4561-95ae-724ac9fe1131_output-folder/star_out/183RQ-1480-ZT8-12C_S9.fastq.gz/read_counts.tsv,,,,,,183RQ-1480-ZT8-12C_S9,,33838500.0,36081087.0,183R
183RS10,Ath,unknown,183R,ZT8,ELF3-OX POTATO,,12C,S10,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-4195-ZT8-12C_S10_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-8525d44a-93ba-44f1-a5fd-311061dd6929_output-folder/star_out/183RQ-4195-ZT8-12C_S10.fastq.gz/read_counts.tsv,,,,,,183RQ-4195-ZT8-12C_S10,,25522979.0,28247968.0,183R
183RS11,Ath,unknown,183R,ZT8,ELF3-OX BD,,12C,S11,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-4196-ZT8-12C_S11_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-37dbd2fe-6295-4c80-a004-d6f44b3e99fa_output-folder/star_out/183RQ-4196-ZT8-12C_S11.fastq.gz/read_counts.tsv,,,,,,183RQ-4196-ZT8-12C_S11,,27933546.0,29665230.0,183R
183RS12,Ath,unknown,183R,ZT8,ELF3,,27C,S12,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-elf3-ZT8-27C_S12_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1f8989b0-a351-4810-8fb1-a9eb36daa619_output-folder/star_out/183RQ-elf3-ZT8-27C_S12.fastq.gz/read_counts.tsv,,,,,,183RQ-elf3-ZT8-27C_S12,,24777362.0,27073206.0,183R
183RS13,Ath,unknown,183R,ZT8,COL,,27C,S13,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Col-ZT8-27C_S13_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-d86abcbd-1253-4167-bbe0-f4fd1b5e5469_output-folder/star_out/183RQ-Col-ZT8-27C_S13.fastq.gz/read_counts.tsv,,,,,,183RQ-Col-ZT8-27C_S13,,15074608.0,16538160.0,183R
183RS14,Ath,unknown,183R,ZT8,Q0-15,,27C,S14,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-15-ZT8-27C_S14_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f253e82f-7ac7-41f8-8a1a-1efdaa356b55_output-folder/star_out/183RQ-Q0-15-ZT8-27C_S14.fastq.gz/read_counts.tsv,,,,,,183RQ-Q0-15-ZT8-27C_S14,,18957781.0,20674932.0,183R
183RS15,Ath,unknown,183R,ZT8,Q0-XX,,27C,S15,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-xx-ZT8-27C_S15_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-00ca89dd-db81-4830-9184-63944bfaf094_output-folder/star_out/183RQ-Q0-xx-ZT8-27C_S15.fastq.gz/read_counts.tsv,,,,,,183RQ-Q0-xx-ZT8-27C_S15,,19065753.0,20843030.0,183R
183RS17,Ath,unknown,183R,ZT8,Q7-17,,27C,S17,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q7-17-ZT8-27C_S17_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1469bc37-efbd-4c1b-8fba-0d3255968883_output-folder/star_out/183RQ-Q7-17-ZT8-27C_S17.fastq.gz/read_counts.tsv,,,,,,183RQ-Q7-17-ZT8-27C_S17,,26943199.0,31873327.0,183R
183RS18,Ath,unknown,183R,ZT8,Q21-7,,27C,S18,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q21-7-ZT8-27C_S18_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-21bfe8e3-f46f-4a36-9ca4-533b89a1ba66_output-folder/star_out/183RQ-Q21-7-ZT8-27C_S18.fastq.gz/read_counts.tsv,,,,,,183RQ-Q21-7-ZT8-27C_S18,,19795868.0,22119816.0,183R
183RS19,Ath,unknown,183R,ZT8,ELF3-OX AT,,27C,S19,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-1480-ZT8-27C_S19_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-02c0aee4-f57d-484c-9c80-25ea04b7966b_output-folder/star_out/183RQ-1480-ZT8-27C_S19.fastq.gz/read_counts.tsv,,,,,,183RQ-1480-ZT8-27C_S19,,20925154.0,23072784.0,183R
183RS20,Ath,unknown,183R,ZT8,ELF3-OX POTATO,,27C,S20,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-4195-ZT8-27C_S20_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-544142d8-f065-4e79-afd4-c22feb6f20fc_output-folder/star_out/183RQ-4195-ZT8-27C_S20.fastq.gz/read_counts.tsv,,,,,,183RQ-4195-ZT8-27C_S20,,21499942.0,23456073.0,183R
183RS21,Ath,unknown,183R,ZT8,ELF3-OX BD,,27C,S21,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-4196-ZT8-27C_S21_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-b8b3c312-b4c7-4f0f-ac7d-ea8ed5dbf134_output-folder/star_out/183RQ-4196-ZT8-27C_S21.fastq.gz/read_counts.tsv,,,,,,183RQ-4196-ZT8-27C_S21,,10636405.0,11987194.0,183R
183RS22,Ath,unknown,183R,ZT12,ELF3,,12C,S22,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-elf3-ZT8-27C_S22_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a44a21af-4f99-4e7d-bef6-4d0184c2141a_output-folder/star_out/183RQ-elf3-ZT8-27C_S22.fastq.gz/read_counts.tsv,,,,,,183RQ-elf3-ZT12-12C_S22,,15927122.0,17215511.0,183R
183RS23,Ath,unknown,183R,ZT12,COL,,12C,S23,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Col-ZT8-27C_S23_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f18769ca-684a-47ac-9131-48d2ba662d61_output-folder/star_out/183RQ-Col-ZT8-27C_S23.fastq.gz/read_counts.tsv,,,,,,183RQ-Col-ZT12-12C_S23,,10837996.0,11744531.0,183R
183RS24,Ath,unknown,183R,ZT12,Q0-15,,12C,S24,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-Q0-15-ZT8-27C_S24_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a03d7f1c-68c4-4542-aaa9-6c62b9bc316f_output-folder/star_out/183RQ-Q0-15-ZT8-27C_S24.fastq.gz/read_counts.tsv,,,,,,183RQ-Q0-15-ZT12-12C_S24,,9903337.0,11337099.0,183R
184RS1,Ath,unknown,184R,ZT12,Q0-XX,,12C,S1,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-901-Q0-xx-ZT12-12C_S1_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-2447759a-4e5c-4162-a622-23acc9da86ab_output-folder/star_out/184R-Q-901-Q0-xx-ZT12-12C_S1.fastq.gz/read_counts.tsv,,,,,,184R-Q-901-Q0-xx-ZT12-12C_S1,901,29729754.0,31921988.0,184R
184RS2,Ath,unknown,184R,ZT12,Q7-6,,12C,S2,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-902-Q7-6-1499-ZT12-12C_S2_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f412d301-d45c-448e-a39f-c3bd3890d047_output-folder/star_out/184R-Q-902-Q7-6-1499-ZT12-12C_S2.fastq.gz/read_counts.tsv,,,,,,184R-Q-902-Q7-6-1499-ZT12-12C_S2,902,24119611.0,26246771.0,184R
184RS3,Ath,unknown,184R,ZT12,Q7-17,,12C,S3,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-903-Q7-17-1500-ZT12-12C_S3_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-8275821b-2669-4c7f-9f26-6e6e0c767a5a_output-folder/star_out/184R-Q-903-Q7-17-1500-ZT12-12C_S3.fastq.gz/read_counts.tsv,,,,,,184R-Q-903-Q7-17-1500-ZT12-12C_S3,903,18928644.0,19895145.0,184R
184RS4,Ath,unknown,184R,ZT12,Q21-7,,12C,S4,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-904-Q21-7-1501-ZT12-12C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-585024f0-8ad6-4b58-a0b4-fd8101de2a59_output-folder/star_out/184R-Q-904-Q21-7-1501-ZT12-12C_S4.fastq.gz/read_counts.tsv,,,,,,184R-Q-904-Q21-7-1501-ZT12-12C_S4,904,17698388.0,18803118.0,184R
184RS5,Ath,unknown,184R,ZT12,Q21-23,,12C,S5,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-905-Q21-23-1502-ZT12-12C_S5_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-42f4b0a0-86ff-445f-8c84-df7d133ccd0b_output-folder/star_out/184R-Q-905-Q21-23-1502-ZT12-12C_S5.fastq.gz/read_counts.tsv,,,,,,184R-Q-905-Q21-23-1502-ZT12-12C_S5,905,6422765.0,6966899.0,184R
184RS6,Ath,unknown,184R,ZT12,ELF3-OX AT,,12C,S6,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-906-1480-ZT12-12C_S6_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-27d567b9-9ce9-4073-aa16-b071d0e5a38c_output-folder/star_out/184R-Q-906-1480-ZT12-12C_S6.fastq.gz/read_counts.tsv,,,,,,184R-Q-906-1480-ZT12-12C_S6,906,13727230.0,14425540.0,184R
184RS7,Ath,unknown,184R,ZT12,ELF3-OX POTATO,,12C,S7,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-907-4195-ZT12-12C_S7_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-9f10f464-cb7a-49de-956a-d206aef2f174_output-folder/star_out/184R-Q-907-4195-ZT12-12C_S7.fastq.gz/read_counts.tsv,,,,,,184R-Q-907-4195-ZT12-12C_S7,907,10723373.0,11295427.0,184R
184RS8,Ath,unknown,184R,ZT12,ELF3-OX BD,,12C,S8,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-908-4196-ZT12-12C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1f459037-3c38-496b-91ab-92a907b2a88c_output-folder/star_out/184R-Q-908-4196-ZT12-12C_S8.fastq.gz/read_counts.tsv,,,,,,184R-Q-908-4196-ZT12-12C_S8,908,16479665.0,17365050.0,184R
184RS9,Ath,unknown,184R,ZT12,ELF3,,27C,S9,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-909-elf3-1-ZT12-27_S9_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f80128c1-9225-4e6b-88a8-c2f8c0e9facb_output-folder/star_out/184R-Q-909-elf3-1-ZT12-27_S9.fastq.gz/read_counts.tsv,,,,,,184R-Q-909-elf3-1-ZT12-27C_S9,909,23252896.0,25264372.0,184R
184RS10,Ath,unknown,184R,ZT12,COL,,27C,S10,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-910-Col-ZT12-27_S10_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-71e9f55f-376a-4b3d-8863-d9fee1522284_output-folder/star_out/184R-Q-910-Col-ZT12-27_S10.fastq.gz/read_counts.tsv,,,,,,184R-Q-910-Col-ZT12-27C_S10,910,22010195.0,23827582.0,184R
184RS11,Ath,unknown,184R,ZT12,Q0-15,,27C,S11,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-911-Q0-15-1497-ZT12-27_S11_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a586b265-b389-4e99-a74e-a1597f1ad24a_output-folder/star_out/184R-Q-911-Q0-15-1497-ZT12-27_S11.fastq.gz/read_counts.tsv,,,,,,184R-Q-911-Q0-15-1497-ZT12-27C_S11,911,21976543.0,25137112.0,184R
184RS15,Ath,unknown,184R,ZT12,Q21-7,,27C,S15,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-915-Q21-7-1501-ZT12-27C_S15_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-803ff783-2b5a-4e5a-867d-a98c316a5c30_output-folder/star_out/184R-Q-915-Q21-7-1501-ZT12-27C_S15.fastq.gz/read_counts.tsv,,,,,,184R-Q-915-Q21-7-1501-ZT12-27C_S15,915,9434837.0,10604484.0,184R
184RS18,Ath,unknown,184R,ZT12,ELF3-OX BD,,27C,S18,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-919-4196-ZT12-27C_S18_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-32f2a070-3291-4449-8401-f42241745123_output-folder/star_out/184R-Q-919-4196-ZT12-27C_S18.fastq.gz/read_counts.tsv,,,,,,184R-Q-919-4196-ZT12-27C_S18,919,16800245.0,17853946.0,184R
181RS3,Ath,unknown,181R,ZT8,ELF3,,22C,S3,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-851-elf3-ZT8-22C_S3_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-373e33b8-4982-4fce-bcc2-e9d71715ce55_output-folder/star_out/181R-Q-851-elf3-ZT8-22C_S3.fastq.gz/read_counts.tsv,,,,,,181R-Q-851-elf3-ZT8-22C_S3,851,19977822.0,21587710.0,181R
181RS4,Ath,unknown,181R,ZT8,COL,,22C,S4,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-852-Col-ZT8-22C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-fc7b59f6-90ae-47d6-a677-ee9c9accb7aa_output-folder/star_out/181R-Q-852-Col-ZT8-22C_S4.fastq.gz/read_counts.tsv,,,,,,181R-Q-852-Col-ZT8-22C_S4,852,16796489.0,18101679.0,181R
181RS5,Ath,unknown,181R,ZT8,ELF3-OX AT,,22C,S5,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-853-1480-ZT8-22C_S5_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-8e3d7803-4878-409d-8a19-e0e126d89f38_output-folder/star_out/181R-Q-853-1480-ZT8-22C_S5.fastq.gz/read_counts.tsv,,,,,,181R-Q-853-1480-ZT8-22C_S5,853,10309762.0,11373578.0,181R
181RS6,Ath,unknown,181R,ZT8,ELF3-OX POTATO,,27C,S6,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-854-4195-ZT8-27C_S6_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-b65a7531-1e02-47e3-b453-3526d5f6f2b7_output-folder/star_out/181R-Q-854-4195-ZT8-27C_S6.fastq.gz/read_counts.tsv,,,,,,181R-Q-854-4195-ZT8-27C_S6,854,14334980.0,15748677.0,181R
181RS7,Ath,unknown,181R,ZT8,ELF3-OX BD,,27C,S7,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-855-4196-ZT8-27C_S7_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-e0bf180b-ec22-4496-832b-c55bdd61df19_output-folder/star_out/181R-Q-855-4196-ZT8-27C_S7.fastq.gz/read_counts.tsv,,,,,,181R-Q-855-4196-ZT8-27C_S7,855,10621349.0,11577633.0,181R
181RS8,Ath,unknown,181R,ZT8,ELF3,,27C,S8,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-856-elf3-ZT8-27C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-b5e97938-b698-4d27-8685-1bc4f2ebb3c6_output-folder/star_out/181R-Q-856-elf3-ZT8-27C_S8.fastq.gz/read_counts.tsv,,,,,,181R-Q-856-elf3-ZT8-27C_S8,856,20102534.0,23515133.0,181R
181RS9,Ath,unknown,181R,ZT8,COL,,27C,S9,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-857-Col-ZT8-27C_S9_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-0a7c0255-1acd-48c2-a15c-2d436aaef8c8_output-folder/star_out/181R-Q-857-Col-ZT8-27C_S9.fastq.gz/read_counts.tsv,,,,,,181R-Q-857-Col-ZT8-27C_S9,857,16640019.0,18390433.0,181R
181RS10,Ath,unknown,181R,ZT8,ELF3-OX AT,,27C,S10,,8,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-858-1480-ZT8-27C_S10_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-7f45ba2f-31de-4ca4-b4c1-ad9f4f565d27_output-folder/star_out/181R-Q-858-1480-ZT8-27C_S10.fastq.gz/read_counts.tsv,,,,,,181R-Q-858-1480-ZT8-27C_S10,858,13082234.0,14375744.0,181R
181RS11,Ath,unknown,181R,ZT12,ELF3-OX POTATO,,22C,S11,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-859-4195-ZT12-22C_S11_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-620b5a82-f542-4f3c-a6ec-18cb044c7d1a_output-folder/star_out/181R-Q-859-4195-ZT12-22C_S11.fastq.gz/read_counts.tsv,,,,,,181R-Q-859-4195-ZT12-22C_S11,859,16385166.0,17651930.0,181R
181RS12,Ath,unknown,181R,ZT12,ELF3-OX BD,,22C,S12,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-860-4196-ZT12-22C_S12_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-90bd85fa-ff02-4e75-a2db-9cd7de9e36d4_output-folder/star_out/181R-Q-860-4196-ZT12-22C_S12.fastq.gz/read_counts.tsv,,,,,,181R-Q-860-4196-ZT12-22C_S12,860,16179179.0,17223579.0,181R
181RS13,Ath,unknown,181R,ZT12,ELF3,,22C,S13,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-861-elf3-ZT12-22C_S13_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-485e9d89-5f47-4a43-beca-656bb71f073f_output-folder/star_out/181R-Q-861-elf3-ZT12-22C_S13.fastq.gz/read_counts.tsv,,,,,,181R-Q-861-elf3-ZT12-22C_S13,861,14321585.0,15785499.0,181R
181RS14,Ath,unknown,181R,ZT12,COL,,22C,S14,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-862-Col-ZT12-22C_S14_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-0869177b-fbbe-4b9c-a588-8a1fb2cca53d_output-folder/star_out/181R-Q-862-Col-ZT12-22C_S14.fastq.gz/read_counts.tsv,,,,,,181R-Q-862-Col-ZT12-22C_S14,862,13743338.0,14982032.0,181R
181RS15,Ath,unknown,181R,ZT12,ELF3-OX AT,,22C,S15,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-863-1480-ZT12-22C_S15_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-09d35372-94b2-455e-9d52-eb6770d6e6d0_output-folder/star_out/181R-Q-863-1480-ZT12-22C_S15.fastq.gz/read_counts.tsv,,,,,,181R-Q-863-1480-ZT12-22C_S15,863,7328480.0,8203984.0,181R
181RS16,Ath,unknown,181R,ZT12,ELF3-OX POTATO,,27C,S16,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-864-4195-ZT12-27C_S16_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-2f588a3f-fb7d-45f4-8e61-01d1fab0cb9f_output-folder/star_out/181R-Q-864-4195-ZT12-27C_S16.fastq.gz/read_counts.tsv,,,,,,181R-Q-864-4195-ZT12-27C_S16,864,14653520.0,16010151.0,181R
181RS17,Ath,unknown,181R,ZT12,ELF3-OX BD,,27C,S17,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-865-4196-ZT12-27C_S17_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-bbc468c4-64e0-41cb-9754-05676cad8d61_output-folder/star_out/181R-Q-865-4196-ZT12-27C_S17.fastq.gz/read_counts.tsv,,,,,,181R-Q-865-4196-ZT12-27C_S17,865,13711948.0,14861877.0,181R
181RS19,Ath,unknown,181R,ZT12,COL,,27C,S19,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-867-Col-ZT12-27C_S19_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-185e7b3f-9fee-4a8a-a234-17529058b25d_output-folder/star_out/181R-Q-867-Col-ZT12-27C_S19.fastq.gz/read_counts.tsv,,,,,,181R-Q-867-Col-ZT12-27C_S19,867,9949862.0,10867068.0,181R
181RS20,Ath,unknown,181R,ZT12,ELF3-OX AT,,27C,S20,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-868-1480-ZT12-27C_S20_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-3dd4bc48-3944-45e8-9413-f5be139cd036_output-folder/star_out/181R-Q-868-1480-ZT12-27C_S20.fastq.gz/read_counts.tsv,,,,,,181R-Q-868-1480-ZT12-27C_S20,868,11231253.0,12513787.0,181R
181RS22,Ath,adult,181R,ZT12,ELF3-OX BD,,27C,S22,,12,/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-870-4196-ZT12-27C-adult_S22_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-677615ac-d88b-45ab-92f4-29d54b920090_output-folder/star_out/181R-Q-870-4196-ZT12-27C-adult_S22.fastq.gz/read_counts.tsv,,,,,,181R-Q-870-4196-ZT12-27C-adult_S22,870,9992355.0,11033804.0,181R
